,Title,Ingredients,Photo
574,Cookbook:Radish Tart,"['1 cup all-purpose flour', '½ cup cold butter', '1 cup (4 oz ) shredded Edam, Gouda, or Gruyere cheese , divided ( Cheddar is also acceptable)', '1 cup heavy cream , divided', '4 egg yolks', '¼ tsp salt', '½–1 small bunch of red radishes']",https://en.wikibooks.org/wiki/Special:FilePath/RadishPie250px.jpg?width=1000
575,Cookbook:Ragi Dosa (South Indian Millet and Rice Pancake),"['2 cups ragi (finger millet )', '2 cups rice', '1 cup urad dal', 'Salt , to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Ragi_Dosa_Mumbai.jpg?width=1000
576,Cookbook:Rainbow Jell-O,"['6 ¼ cups (about 1.5 L ) boiling water', '5 (or more) packages Jell-O flavored gelatin (4-serving-size each; different flavors and colors)', '1 cup (240 g ) sour cream or plain or vanilla yogurt']",https://en.wikibooks.org/wiki/Special:FilePath/Rainbow-Jello-Cut-2004-Jul-30.jpg?width=1000
577,Cookbook:Raisin Oatmeal Muffins,"['1 cup (240 g ) whole wheat flour', '1 cup (240 g) rolled oats (traditional slow type)', '⅓ cup (80 g) white granulated sugar', '2 teaspoons (10 ml ) baking powder', '1 egg', '¾ cup (180 ml) milk', '¼ cup (60 ml) oil', '½–1 cup (120–240g) raisins', 'Butter for the pan']",https://en.wikibooks.org/wiki/Special:FilePath/CookbookRaisinOatmealMuffins.jpg?width=1000
578,Cookbook:Raita,"['⅛ cup grated cucumber (about 1 inch of cucumber)', '½ cup plain yogurt', '2–3 mint leaves, chopped', '2 cilantro leaves, chopped', '1–2 tbsp finely chopped or minced onions (optional)', 'Salt (coarse salt preferred)', 'Chile powder', 'Ground cumin']",https://en.wikibooks.org/wiki/Special:FilePath/Kafta_Raita.JPG?width=1000
579,Cookbook:Rasam (Tamarind and Tomato Soup),"['2 tsp oil or ghee', '1 tbsp coriander seeds', '3–4 dried red chillies', '1 tsp cumin seeds', '1 small pinch asafoetida', '14 g (½ oz ) toovar dhal (also called red gram dhal)', '1 tsp turmeric', '1 tsp cooking oil', '3 tomatoes', '1–2 tsp tamarind paste', 'Salt', '1 tsp sugar ( jaggery or palm sugar is good too)', 'Water —the amount depends on the amount of rasam required as it is meant to be very watery.', '1 tbsp ghee (or butter and oil)', '1 tsp black mustard seeds', '1 tsp urad dhal or cumin seeds', '2 dried red chillies', '4 curry leaves', '1 handful of chopped coriander leaves (cilantro)']",https://en.wikibooks.org/wiki/Special:FilePath/Rasam_from_Kerala.JPG?width=1000
580,Cookbook:Raspberry Almond Shortbread Bars,"['2 cups almond flour', '2 tbsp coconut oil', '1 pinch salt', '1 tsp vanilla extract', '⅓ cup maple syrup', '2 cups frozen raspberries', '1 tbsp freshly-squeezed lemon juice', '2 tbsp maple syrup', '1 tsp vanilla extract', '1 tsp chia seeds', '1 tsp tapioca starch', '¼ recipe shortbread crust (see above)', '¼ cup chopped almonds']",https://en.wikibooks.org/wiki/Special:FilePath/Raspberry_Shortbread_Bars.jpg?width=1000
581,Cookbook:Ratatouille I,"['Olive oil', '1 onion', '1 clove garlic , or to taste', '1 eggplant (aubergine)', '1 bell pepper (green, red, yellow or a combination)', '2 zucchini (courgettes)', '6 medium tomatoes , ripe (juicy), peeled and seeded', 'salt and pepper to taste', 'Herbes de Provence to taste or 1 small bunch basil (optional), chiffoned']",https://en.wikibooks.org/wiki/Special:FilePath/Ratatouille.jpg?width=1000
582,Cookbook:Ravioli,"['12 oz (340 g ) pasta dough or 1 package of wonton wrappers', 'Filling of choice (see below)', 'Cheese Filling', 'Crab Meat Filling', 'Fresh Herb and Cheese filling', 'Meat Filling', 'Potato and Garlic Filling', 'Smoked Salmon Filling', 'Spinach and Ricotta Filling']",https://en.wikibooks.org/wiki/Special:FilePath/Ravioli.jpg?width=1000
583,Cookbook:Red Bean Paste,"['200 ml dried adzuki beans', 'Water as needed for soaking and boiling', '150 ml sugar', '75 ml vegetable or peanut oil for frying']",https://en.wikibooks.org/wiki/Special:FilePath/Ogura_Toast_%28Toast_with_Sweet_Red_Bean_Paste%29_%286639292463%29.jpg?width=1000
584,Cookbook:Red Lentil Soup,"['1–2 tablespoons olive oil', '1 onion , diced', '2 carrots , diced', '2 cloves garlic , minced', '½ lb dry red lentils', '6 cups water or stock', '1 bay leaf']",https://en.wikibooks.org/wiki/Special:FilePath/Lentil_soup_in_a_bowl.jpg?width=1000
585,Cookbook:Refried Beans,"['Pinto beans or black beans', 'Butter (optional) or home- rendered lard (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/CookbookRefriedBeans.jpg?width=1000
586,Cookbook:Reindling (Austrian Yeasted Easter Cake),"['2 ¼ cups (500 g ) all-purpose flour', '5 tsp (40 g) yeast', '1 ½ cup milk', '2 eggs', '⅓–½ cup (70–90 g) white sugar (depending on taste)', '1 generous pinch of salt', '8 tbsp (120 g) butter', '5 tbsp (50 g) butter', '½ cup (100 g) white sugar', '1 tbsp cinnamon', '½ cup (100 g) raisins', '½ cup (100 g) finely-ground nuts (optional)', '4 tbsp (60 g) of butter, chopped, for topping']",https://en.wikibooks.org/wiki/Special:FilePath/Kaerntner_Reindling_03092013_033.jpg?width=1000
587,Cookbook:Rendang (Indonesian Beef and Coconut Stew),"['2 cloves garlic', '4 shallots', '25 g ginger', '15 g turmeric', '75 g young galangal', '1 tbsp ground fresh red chile pepper', '1 tsp black pepper', '½ pod dried nutmeg', '2 candlenuts', '½ tbsp salt', '1 tbsp gula jawa (Indonesian palm sugar )', '1 kg beef , cut into big cubes to make 20 pieces', '4 lime leaves', '1 stalk lemongrass', '2 L ready-to-use coconut milk or coconut milk from 1 big fresh coconut']",https://en.wikibooks.org/wiki/Special:FilePath/Rendang.JPG?width=1000
588,Cookbook:Reuben Sandwich,"['½ lb (225 g ) sliced corned beef (or try using pastrami )', '¼ cup (60 ml ) drained sauerkraut', '2 tbsp chopped sweet onion', '2 tbsp creamy Russian dressing', '2 slices rye bread (or use sourdough bread in case of rye allergy)', '1–3 slices Swiss cheese', 'Chopped parsley', '1 tbsp butter']",https://en.wikibooks.org/wiki/Special:FilePath/Ruben_sandwich.jpg?width=1000
589,Cookbook:Rhubarb Crumble I,"['400 g (1 ¾ cup or 14 oz ) rhubarb , cut into pieces roughly 1.5 cm long (no need to be consistent)', '15 g (2 tbsp ) light brown sugar', '75 g (2 ½ oz ) butter or margarine , cut in pieces', '100 g (3 ½ oz) plain flour', '50 g (1 ¾ oz) wholemeal flour', '50 g (1 ¾ oz) white granulated sugar', '1 pinch cinnamon (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Crumble_%C3%A0_la_rhubarbe.jpg?width=1000
590,Cookbook:Rhubarb Fool,"['500 g fresh or frozen rhubarb', '4 dl water', '1 dl white granulated sugar', '3 tbsp potato starch', 'Milk , or a mixture of milk and cream , for serving']",https://en.wikibooks.org/wiki/Special:FilePath/Rhubarb_fool.jpg?width=1000
591,Cookbook:Rhubarb Pie,"['1 recipe Flaky Pie Crust', '5 cups (40 oz / 2 ½ lb / 1100 g ) rhubarb stalks', '1 ½ cups (12 oz / 340 g) white granulated sugar', '¼ cup (2 oz / 60 g) cornstarch or tapioca pearls', '½ tsp salt']",https://en.wikibooks.org/wiki/Special:FilePath/Rhubarb_Pie.jpg?width=1000
592,Cookbook:Rice and Lentils (Mejadra),"['1 cup (100 g / 3.5 oz ) dry lentils', 'Olive oil', 'Salt', 'Baharat', 'Cumin', 'Ground cardamom', '4 cups (1 L / 1.1 qt ) water, divided', '1 cup (80 g / 2.8 oz ) uncooked rice or bulgur', 'Ground pepper', '1 medium sized onion']",https://en.wikibooks.org/wiki/Special:FilePath/Mejadrah.s.jpg?width=1000
593,Cookbook:Rice Bubble Cake,"['100 g (4 oz ) butter', '6 tbsp sugar', '4 heaped tsp honey', '5 cups rice cereal']",https://en.wikibooks.org/wiki/Special:FilePath/Rice_bubble_cake.JPG?width=1000
594,Cookbook:Rice Tamale (Pastel de Arroz),"['1½ cups rice', '½ cup white vinegar', '6 tbsp cumin', '1 tbsp salt', '2 tbsp onoto seeds', '½ cup corn oil or sunflower oil', '1 tbsp garlic powder', '6 chunks of tender pork', '6 pieces of chicken (drumsticks or cutlets recommended)', '6 small Vienna sausages', '6 small chorizos', '6 slices of bacon', 'Assorted pickles ( carrot , green beans , cauliflower , red pepper , celery )', '1 can (16 oz ) Goya chickpeas', '3 medium potatoes', '3 red tomatoes', '12 large cabbage leaves', '24 large ""lobster claw"" leaves (can be replaced with banana plant leaves)', 'Capers , olives , and pickled onions']",https://en.wikibooks.org/wiki/Special:FilePath/Pastel_Arroz.jpg?width=1000
595,Cookbook:Rich Biscuits,"['All-purpose flour', 'Baking powder', 'Cream of tartar (optional)', 'White granulated sugar', 'Salt', 'Butter', 'Milk']",https://en.wikibooks.org/wiki/Special:FilePath/Rich_biscuits_square.png?width=1000
596,Cookbook:Rich Brownies,"['4 ounces (110 g ) unsweetened baking chocolate', '⅔ cup (160 g / 1.6 dl ) solid fat (e.g. margarine , butter , shortening , or lard )', '2 cups (450 g / 2.7 dl) baking sugar', '4 eggs', '1 tsp vanilla', '1¼ cup (300 g / 3 dl) flour', '1 tsp baking powder', '1 tsp salt', '1 cup (240 g / 2.4 dl) coarsely chopped nuts (½ inch / 1 cm walnuts work well)']",https://en.wikibooks.org/wiki/Special:FilePath/Brownies_recipe.png?width=1000
597,Cookbook:Risotto (Basic),"['400 g (14 oz ) risotto rice', '1 onion , finely chopped', '1 glass dry white wine', '25 g (1 oz) butter (a good rich butter is best)', ""About 1 liter stock / broth (but it's a good idea to have more than you need)""]",https://en.wikibooks.org/wiki/Special:FilePath/Risotto_bowl.jpg?width=1000
598,Cookbook:Risotto ai Funghi,"['250 g arborio, vialone nano , or carnaroli risotto rice', '25 g salted butter', '1 small (150 g) white onion , finely chopped', '1 large clove garlic , minced', '½ litre chicken stock', '200 g fresh porcini mushrooms ,or about 50 g dried', '1 small bunch of flat-leaved parsley', '1 cup white, dry wine', '100 g freshly grated Parmesan Reggiano cheese']",https://en.wikibooks.org/wiki/Special:FilePath/Steinpilzrisotto.jpg?width=1000
599,Cookbook:Roast Beef,"['1 joint (about 3 pounds / 1.5 kg ) of good quality beef rib or rolled rib beef', 'Extra beef bones (optional)', '½ cup sifted all-purpose flour', '1 teaspoon (5 ml ) salt (rock salt preferred)', '1 pinch of ground black pepper (as much as can be held between the finger/thumb)', '¼ cup olive oil or other good cooking oil', '2 cups water', '1 onion', '1 glass of full-bodied red wine', '1 teaspoon (45 ml) red jam (mix with a little water and strain out the seeds if using raspberry or blackberry)', '1 pinch of nutmeg', ""1 teaspoon (5 ml) Lea and Perrin's Worcestershire sauce and/or Maggi stock cube"", '1 glass of red wine', '3 lb (1.5 kg) potatoes (preferably Maris Piper)', '1 tablespoon (15 ml) all-purpose flour', '2 tablespoons (30 ml) goose fat', 'Yorkshire pudding', 'Roast parsnips', 'Boiled or steamed green beans', 'Cabbage with a little bacon', 'Horseradish sauce or creamed horseradish', 'English mustard (preferably mixed from dry ground mustard. Colemans in the yellow tin is still the best)']",https://en.wikibooks.org/wiki/Special:FilePath/Sunday_roast_-_roast_beef_1.jpg?width=1000
600,"Cookbook:Roast Butternut, Biltong and Brown Rice Salad","['1 ⅓ cups uncooked brown rice', '1 small butternut squash , peeled and chopped', '3 tbsp olive oil', 'Salt', 'Ground pepper', '½ cup finely sliced biltong', '3 tbsp onion roasted seeds (or plain roasted seeds)', '1 cup cubed or ribboned cucumber', '2 tbsp fresh chopped parsley or mint', '100 g feta cheese (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Roast_Butternut%2C_Brown_Rice_and_Biltong_Salad.jpg?width=1000
601,Cookbook:Roast Turkey with Stuffing,"['4 cups crumbled cornbread', '1 teaspoon salt', '1 teaspoon freshly-ground black pepper', '2 teaspoons dried/rubbed sage', '1 cup dried apples , diced', '¾ cup walnuts , roughly chopped', '1 cup buttermilk', '¼ cup dried cherries , stemmed and finely chopped', '8 egg yolks , beaten', '1 stick butter , softened and whipped', '2 ½ cups shredded cooked chicken or turkey', '1 ea . (18 pounds ) whole turkey', '½ cup butter , softened', '1 ½ quarts turkey stock or chicken stock', 'Salt to taste', 'Freshly-ground black pepper to taste']",https://en.wikibooks.org/wiki/Special:FilePath/RoastTurkey.jpg?width=1000
602,Cookbook:Roasted Brined Turkey I,"['½ US gallon (8 cups ) water', '2 cups (600 g / 1.3 lb ) salt', '½ cup (85 g / 3 oz) firmly packed light brown sugar', '2 tbsp peppercorns', '2 US gallons (7.6 L / 32 cups) of ice water (50% ice)', '16–18 pounds (7.3–8.2 kg) turkey', '2 tbsp (½ stick) unsalted butter']",https://en.wikibooks.org/wiki/Special:FilePath/Oven_roasted_brine-soaked_turkey.jpg?width=1000
603,Cookbook:Roasted Pork with Potatoes and Onions (Schweinsbraten),"['1 bottle (12 oz ) lager beer', '1 piece (1.5 kg ) pork', '8 medium potatoes', '2 tbsp caraway seeds', '1 pinch salt (or to taste)', '1 pinch freshly-milled black pepper (or to taste)', '1 clove garlic , crushed', '2 medium-sized yellow onions']",https://en.wikibooks.org/wiki/Special:FilePath/Schweinsbraten_on_plate.JPG?width=1000
604,Cookbook:Roasted Spiced Chicken Drumsticks,"['1½ teaspoon paprika', '1 teaspoon onion powder', '½ teaspoon chilli powder', '1 teaspoon salt', '1 teaspoon olive oil', '6 chicken drumsticks']",https://en.wikibooks.org/wiki/Special:FilePath/Barbecued_chicken_drumsticks-01.jpg?width=1000
605,Cookbook:Romanian Roasted Eggplant Spread II,"['2 ea . (1–1½ pounds ) medium-large eggplant (any variety)', '½ large or 1 medium onion , finely diced or grated', '3 tablespoons sunflower oil', '½ tsp salt', '1–2 tablespoons mayonnaise (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Salat%C4%83_de_vinete.jpg?width=1000
606,Cookbook:Ropa Vieja (Caribbean Shredded Beef),"['1 kg boiled beef (preferably flank steak, but any meat with long threads will do)', '⅓ cup olive oil', '1 onion', '3 garlic cloves', '1 green bell pepper', '1 red bell pepper', '1½ cup tomato sauce', '1 tsp salt', '1 bay leaf', '1 cup red cooking wine or beer']",https://en.wikibooks.org/wiki/Special:FilePath/Cubanfood.jpg?width=1000
607,Cookbook:Rosogulla (Bengali Milk Balls in Syrup),"['½ tsp citric acid', '½ cup water', '1 liter milk', '5 cups sugar', '½ cups milk', '3 cups water', '3 tsp plain wheat flour (maida)']",https://en.wikibooks.org/wiki/Special:FilePath/Rasagulla.jpg?width=1000
608,Cookbook:Roti Jala (Malaysian Lacy Pancakes),"['4 cups wheat flour', '3 cups water', '2 standard eggs', '2 tsp fine salt', 'A few drops of food coloring (desired color; optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Rotijala.jpg?width=1000
609,Cookbook:Rujak Cingur (Indonesian Cow Snout Salad),"['2 tablespoons fried peanuts', '2 cloves of fried garlic', '3 bird’s eye chiles , or to taste', '1 tablespoon palm sugar', '½ teaspoon terasi shrimp paste', '½ teaspoon salt', '2 tablespoons of petis shrimp paste', 'Tamarind water as needed', '100 grams boiled or fried cow’s snout (cingur)', '1 bunch of water spinach (kangkung), leaves picked and boiled', '100 grams boiled bean sprouts (taoge)', '1 cucumber , sliced', '1 slice of fried tempeh', '1 slice of fried tofu', '1 lontong rice cake, cut into pieces as desired', '250 grams kerupuk crackers']",https://en.wikibooks.org/wiki/Special:FilePath/Rujak_Cingur.jpg?width=1000
610,Cookbook:Russian-style Waffle Cake,"['6 eggs', '1 cup white granulated sugar', '200 g butter , melted', '1 cup all-purpose flour', '1 can (390 g) sweetened condensed milk', '150 g butter']",https://en.wikibooks.org/wiki/Special:FilePath/Waffle_Cake.jpg?width=1000
611,Cookbook:Rye Bread Layer Cake,"['125 g dark rye bread without sunflower seeds etc.', '6 eggs', '250 g granulated sugar', '15 ml (1 tbsp ) cocoa powder', '15 ml (1 tbsp) potato flour', '5 ml (1 tsp ) baking powder', 'Butter for greasing baking paper', '500 ml cream for whipping']",https://en.wikibooks.org/wiki/Special:FilePath/Layered_cake_with_rye_bread_2.jpg?width=1000
612,Cookbook:S'mores,"['4 marshmallows', '4 graham crackers (4 x 2 in / 10 x 5 cm )', '2 oz (55 g ) chocolate bar']",https://en.wikibooks.org/wiki/Special:FilePath/Smores_1.jpg?width=1000
613,Cookbook:Sachertorte,"['6 eggs , separated', '½ cup (120 ml ) white granulated sugar', '1 cup (240 ml) flour', ""1 cup (240 ml) confectioner's sugar"", '9 tbsp (135 ml) butter', '1 tsp (4 ml) vanilla extract', '4 ½ oz (130 g ) dark chocolate']",https://en.wikibooks.org/wiki/Special:FilePath/Sachertorte_DSC03027.JPG?width=1000
614,Cookbook:Sachertorte (Duramecho Version),"['6 eggs', '200 g caster sugar', '100 g unsalted butter , soft but not melted', '125 g dark (semi-sweet or bittersweet ) eating chocolate , melted', '125 g plain flour', '5 ml vanilla extract', '150 g apricot jam', '150 g (100 ml ) golden syrup', '150 g dark eating chocolate (semi-sweet or bittersweet )']",https://en.wikibooks.org/wiki/Special:FilePath/Sachertorte_DSC03027.JPG?width=1000
615,Cookbook:Sachertorte (Original Version),"['¾ cup (170 g ) butter', '6 ½ oz (180 g) semi-sweet chocolate', '¾ cup (170 g) white granulated sugar', '8 egg yolks', '1 cup (120 g) flour', '10 egg whites , stiffly whipped', '2 tbsp apricot jam', '1 cup (225 g) white granulated sugar', '⅓ cup (80 ml) water', '7 oz (200 g) semi-sweet chocolate']",https://en.wikibooks.org/wiki/Special:FilePath/Wien_-_Sachertorte.jpg?width=1000
616,Cookbook:Saj Bread I,"['½ cup flour', '250 g water', '1 tsp salt']",https://en.wikibooks.org/wiki/Special:FilePath/G%C3%B6zleme_in_Ankara.jpg?width=1000
617,Cookbook:Salad,[],https://en.wikibooks.org/wiki/Special:FilePath/5aday_salad.jpg?width=1000
618,Cookbook:Salată de Boeuf (Romanian Beef Salad),"['1 kg (2 lb 3 oz ) potatoes (any variety, though some prefer red)', '350 g (12 oz) carrots , peeled and diced in 1 cm cubes', '350 g boiled beef , cut in 1 cm cubes', '1 can of peas or 300 g (10.5 oz) fresh peas', '350 g pickled dill gherkins (not too sweet and very firm), diced in 1 cm cubes', '2 hard boiled eggs , yolks removed', '1 fresh egg yolk', '250 ml (8.5 oz) canola or vegetable oil', '1 lemon , juiced', '1 tsp (5 ml) French mustard', 'Boiled egg white , sliced into long thin strips', 'Gherkins, sliced into long thin strips', 'Pickled red peppers , sliced into long thin strips', 'Sliced black olives']",https://en.wikibooks.org/wiki/Special:FilePath/Salat%C4%83_de_boeuf.png?width=1000
619,Cookbook:Salmon with Rice and Sauce,"['250 g Atlantic salmon fillet (fresh or thawed)', '3 dl (300 ml ) uncooked jasmine rice', '5.75 dl (575 ml) water', '1 dl (100 ml) crème fraîche', '0.5 dl (50 ml) hot sauce', '100 g carrots', '100 g frozen peas']",https://en.wikibooks.org/wiki/Special:FilePath/Salmon_with_Rice_and_Sauce_finished_dish.jpg?width=1000
620,Cookbook:Salmorejo (Spanish Tomato Garlic Purée),"['1 pound (450 g ) tomato', '1–2 cloves of garlic', '1 ounce (50 g ) white bread', '2 tbsp (30 ml ) vinegar', 'Olive oil', 'Salt', 'Serrano ham', '2 hard-boiled eggs', 'Fresh bread']",https://en.wikibooks.org/wiki/Special:FilePath/Salmorejo_cordouan.JPG?width=1000
621,Cookbook:Salsa (Fermented),"['1 kg (2 lb ) fresh tomatoes', '1 large capsicum (bell pepper)', '3–6 fresh chiles', '1 fresh red onion', '3–4 cloves of garlic', '1 bunch of fresh cilantro (coriander leaf, Chinese parsley)', '1–2 teaspoons non-iodised salt', 'spices to taste (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Salsa_ferment.jpg?width=1000
622,Cookbook:Salzburger Nockerl (Sweet Austrian Soufflé),"['7 egg whites', '2 egg yolks', '½ cup caster sugar', '1 tbsp vanilla sugar', '1 ½ tbsp flour', 'Zest of half a lemon', 'Jam or custard sauce (as base or to serve with)']",https://en.wikibooks.org/wiki/Special:FilePath/SN1.JPG?width=1000
623,Cookbook:Samosa,"['¼ kg potatoes', 'Green peas combined', '2 onions , sliced', '2 green chiles , chopped', 'Spices (optional)', '2 mint leaves', '2 sprigs of cilantro (coriander)', 'Maida ( all-purpose flour )', 'Water', 'Olive oil or vegetable oil', 'Salt', 'Vegetable oil, for deep frying']",https://en.wikibooks.org/wiki/Special:FilePath/Samosa_1.jpg?width=1000
624,Cookbook:San Francisco Sourdough Bread,"['1 lb (450 g ) grapes , stemmed', '12 oz (340 g) bread flour', 'Water, as needed', '8½ oz (225 ml ) water, warm (120°F / 49°C)', '½ oz (15 g) active dry yeast', '1 cup (225 ml) sourdough starter', '1 lb (450 g) flour', '1 Tbsp (15 ml) salt', '1 egg white , beaten']",https://en.wikibooks.org/wiki/Special:FilePath/Sourdough02.png?width=1000
625,Cookbook:Sandwich Layer-Cake,"['3–4 eggs', '1 kg (~2.25 lbs ) shrimp with shells on', '4.5 dl (450 ml / 1 pint ) cottage cheese', '4 dl (400 ml) mayonnaise', '1 dl (100 ml) sour cream', '2 loaves white sandwich bread', 'Salt', 'Black pepper', 'Sprigs of dill or slices of lemon or lime for garnish', 'Chopped dill or parsley for garnish']",https://en.wikibooks.org/wiki/Special:FilePath/Smorgatarta.JPG?width=1000
626,Cookbook:Sashimi,"['Fresh fish fillet (e.g. salmon , tuna , etc.)']",https://en.wikibooks.org/wiki/Special:FilePath/Sashimi_-_Tokyo_-_Japan.jpg?width=1000
627,Cookbook:Saucepan Fudge Crackle Cookies,"['1 cup flour', '1 teaspoon baking powder', '¼ teaspoon salt', '¼ cup margarine', '3 ounces unsweetened baking chocolate', '1 cup white granulated sugar', '2 eggs', '1 teaspoon vanilla extract', '½ cup coarsely chopped nuts (for example, ½-inch walnut pieces)', 'Additional sugar for coating']",https://en.wikibooks.org/wiki/Special:FilePath/SaucepanFudgeCrackleCookies.jpg?width=1000
628,Cookbook:Schwarzwälder Kirschtorte (Black Forest Cake),"['Shortcrust base', 'All-purpose flour', 'Cocoa powder', 'Baking powder', 'Sugar', 'Vanilla sugar', 'Egg white', 'Butter , cut into pieces', 'Cake', 'Eggs', 'Egg yolk', 'Warm water', 'Sugar', 'Vanilla sugar', 'Bitter almond oil', 'Ground cinnamon', 'All-purpose flour', 'Cocoa powder', 'Cornstarch', 'Baking powder', 'Filling', 'Sour cherries , stoned', 'Sugar', 'Cornstarch', 'Kirschwasser', 'Powdered gelatine', 'Cold water', 'Heavy cream', 'Vanilla sugar', 'Sugar', 'Shaved chocolate for garnish', 'Glacé or maraschino cherries for decoration']",https://en.wikibooks.org/wiki/Special:FilePath/Foret_noire_mel0.jpg?width=1000
629,Cookbook:Scone,[],https://en.wikibooks.org/wiki/Special:FilePath/Lemon_Scones_%286849625315%29.jpg?width=1000
630,Cookbook:Scrambled Eggs with Herbs,"['2–4 eggs', 'Salt', 'Black pepper , crushed', 'Dried parsley flakes', 'Basil , fresh or dried, crushed or torn into pieces', 'Rosemary', '~½ tablespoon water']",https://en.wikibooks.org/wiki/Special:FilePath/Scrambled_eggs_with_basil.jpg?width=1000
631,Cookbook:Seafood Cocktail Sauce,"['½ cup ketchup', '½ cup Heinz Chili Sauce (optional, and can be substituted with ketchup)', '1 tbsp lemon juice', '1 tsp Worcestershire sauce', '~¼ tsp Tabasco sauce', '1 pinch coarsely ground black pepper', '2–3 tbsp prepared grated horseradish']",https://en.wikibooks.org/wiki/Special:FilePath/Ice_cold_shrimp_and_cocktail_sauce_%284847681860%29.jpg?width=1000
632,Cookbook:Seafood Risotto,"['300 g squid tubes', '300 g peeled king prawns', '200 g scallops', 'Oil', 'Balsamic vinegar', 'Oregano', 'Salt', 'Pepper', 'About 1 L fish stock / broth', '400 g (14 oz ) risotto rice (see notes)', '1 onion , finely-chopped', '2 cloves of garlic , minced', '1 glass of dry white wine', 'Parsley , finely chopped', '25 g (1 ounce ) butter , cubed']",https://en.wikibooks.org/wiki/Special:FilePath/Risotto_alla_marinara.jpg?width=1000
633,Cookbook:Seaweed Salad,"['1 ounce assorted dried seaweed or wakame', '¼ cup minced shallot , scallion or red onion', '2 tbsp soy sauce', '1 tbsp rice vinegar', '1 tsp mirin (or sugar)', '½ tbsp dark sesame oil', '1 pinch cayenne salt, if necessary', '1 tbsp toasted sesame seeds']",https://en.wikibooks.org/wiki/Special:FilePath/Seaweed_Salad.jpg?width=1000
634,Cookbook:Seblak,"['250 grams of raw crackers', '2 chicken eggs', '1/4 kg of boiled chicken meat (cut into small pieces)', '2 packs of instant noodles', '2 pieces of kencur (aromatic ginger)', '2 shallots', '2 cloves of garlic', '100 grams of fresh chili', '1 tablespoon of chicken broth powder', '1 teaspoon of sugar', '1/2 teaspoon of salt', '2 tablespoons of cooking oil (for sautéing)', '200 ml of water']",https://en.wikibooks.org/wiki/Special:FilePath/Seblak_di_Garut.jpg?width=1000
635,Cookbook:Semo (Nigerian Cooked Semolina),"['Water', 'Semolina flour']",https://en.wikibooks.org/wiki/Special:FilePath/Semolina_and_efo_riro.jpg?width=1000
636,Cookbook:Semolina Pudding,"['1 liter of milk', '1 pinch of salt', 'Grated lemon zest', '1 pinch ground cinnamon', '125 g (¼ liter) of soft wheat semolina flour', '100 g of white granulated sugar', '1 packet of vanilla sugar', '30 g of butter or 1 tbsp of nutty-tasting cold-pressed cooking oil (hazelnut oil, walnut oil, poppy seed oil, rapeseed oil)', '1 egg yolk', '1 egg white , whipped to soft peaks']",https://en.wikibooks.org/wiki/Special:FilePath/Griessbrei.jpg?width=1000
637,Cookbook:Shakshuka bil Lahm (Libyan Meat Shakshuka),"['2 tablespoons olive oil', '1 onion , finely chopped', '2 cloves of garlic , minced', '500 grams (1 lb ) beef or lamb , cut into small cubes', '2 bell peppers , diced', '4 tomatoes , diced', '1 teaspoon ground cumin', '1 teaspoon ground paprika', '½ teaspoon ground cayenne pepper (optional, for extra heat)', 'Salt , to taste', 'Pepper , to taste', '4–6 eggs', 'Fresh parsley or cilantro , chopped (for garnish)']",https://en.wikibooks.org/wiki/Special:FilePath/Shakshuka_by_Calliopejen1.jpg?width=1000
638,Cookbook:Shakshuka I,"['6 tbsp olive oil', '1 tbsp sweet paprika', '6 cloves garlic , minced', '1 large sweet red pepper , diced', '1 chile pepper (red or green), chopped', '6 ripe tomatoes diced', 'Ground black pepper', 'Salt to taste', '6 eggs']",https://en.wikibooks.org/wiki/Special:FilePath/Shakshoka.jpg?width=1000
639,Cookbook:Shashlik (Russian Skewered Meat),"['1 kg pork shoulder', '100 ml vodka', '1 tbsp honey', '1 tbsp black pepper', '1 tbsp prepared mustard', 'Pieces of onion , red or green bell pepper , bacon , sausage , cucumber , baby mushrooms']",https://en.wikibooks.org/wiki/Special:FilePath/Shashlik.jpg?width=1000
640,Cookbook:Shepherd's Pie I,"['30 g (1 oz ) lard (optional)', '1 lb (450 g ) minced or ground lamb or beef', '3 lb (1.3 kg ) powdery old potatoes , such as King Edwards', '1 large or 2 small onions', '2 tbsp flour', '2 cups (300 ml) beef stock (alternatively, bouillon cubes can be used, or gravy powder, if the flour is omitted)', 'Cheese , grated (optional)', '1 handful of mixed vegetables such as sweetcorn or carrots (optional)', 'Mixed herbs', 'Milk', 'Butter']",https://en.wikibooks.org/wiki/Special:FilePath/Shepherds_Pie.jpg?width=1000
641,Cookbook:Shikanjvi (Punjabi Spiced Lemonade),"['Cold water', '2 lemons , juiced', '1 small chunk of ginger', '1–2 teaspoons sugar (raw if possible)', '½ teaspoon salt', '½ teaspoon pepper']",https://en.wikibooks.org/wiki/Special:FilePath/Shikanji-_served_with_pomegranate%2Cgrated_apple_and_mint.jpg?width=1000
